time	V(N003,N006)	-I(Ls1)
2.264088487291256e-005	7.192707e+001	2.941178e-001
2.264170017908800e-005	7.192681e+001	3.004832e-001
2.264241749029301e-005	7.192656e+001	3.060868e-001
2.264325654791890e-005	7.192625e+001	3.126440e-001
2.264396722424008e-005	7.192597e+001	3.181982e-001
2.264478722621092e-005	7.192563e+001	3.246107e-001
2.264543821655306e-005	7.192535e+001	3.297037e-001
2.264625499173961e-005	7.192498e+001	3.360962e-001
2.264697232118762e-005	7.192463e+001	3.417112e-001
2.264784991487870e-005	7.192420e+001	3.485836e-001
2.264853244440942e-005	7.192385e+001	3.539320e-001
2.264933647697304e-005	7.192342e+001	3.602336e-001
2.265002018023328e-005	7.192304e+001	3.655937e-001
2.265087531050153e-005	7.192256e+001	3.723000e-001
2.265155712542484e-005	7.192217e+001	3.776506e-001
2.265242309941636e-005	7.192165e+001	3.844484e-001
2.265312723875434e-005	7.192122e+001	3.899765e-001
2.265395162581946e-005	7.192071e+001	3.964523e-001
2.265465732776383e-005	7.192026e+001	4.019983e-001
2.265548760631763e-005	7.191972e+001	4.085259e-001
2.265617557989223e-005	7.191926e+001	4.139351e-001
2.265705698454375e-005	7.191866e+001	4.208689e-001
2.265773635801876e-005	7.191820e+001	4.262163e-001
2.265853864790888e-005	7.191764e+001	4.325324e-001
2.265929372408842e-005	7.191710e+001	4.384786e-001
2.266014458804908e-005	7.191648e+001	4.451817e-001
2.266082922929382e-005	7.191598e+001	4.505788e-001
2.266166718072039e-005	7.191536e+001	4.571854e-001
2.266234762018059e-005	7.191485e+001	4.625515e-001
2.266318309343779e-005	7.191421e+001	4.691437e-001
2.266394030528093e-005	7.191362e+001	4.751211e-001
2.266477415018378e-005	7.191297e+001	4.817056e-001
2.266550797379546e-005	7.191239e+001	4.875010e-001
2.266635079105719e-005	7.191172e+001	4.941614e-001
2.266706795479466e-005	7.191114e+001	4.998311e-001
2.266788501082838e-005	7.191047e+001	5.062922e-001
2.266868357970455e-005	7.190981e+001	5.126088e-001
2.266956003065370e-005	7.190908e+001	5.195451e-001
2.267035437590256e-005	7.190841e+001	5.258349e-001
2.267119317077878e-005	7.190769e+001	5.324776e-001
2.267207938608305e-005	7.190693e+001	5.394989e-001
2.267299121652753e-005	7.190615e+001	5.467271e-001
2.267403910853854e-005	7.190523e+001	5.550377e-001
2.267502103860467e-005	7.190437e+001	5.628275e-001
2.267604888427132e-005	7.190345e+001	5.709861e-001
2.267687949576952e-005	7.190271e+001	5.775827e-001
2.267780440887699e-005	7.190187e+001	5.849299e-001
2.267873064921229e-005	7.190103e+001	5.922910e-001
2.267969536427295e-005	7.190014e+001	5.999621e-001
2.268084442623528e-005	7.189908e+001	6.091033e-001
2.268184904758472e-005	7.189815e+001	6.170981e-001
2.268290696290734e-005	7.189716e+001	6.255221e-001
2.268379895131582e-005	7.189631e+001	6.326283e-001
2.268476117306796e-005	7.189540e+001	6.402963e-001
2.268590226721444e-005	7.189431e+001	6.493946e-001
2.268703648864129e-005	7.189322e+001	6.584432e-001
2.268806390957347e-005	7.189223e+001	6.666431e-001
2.268898375780404e-005	7.189133e+001	6.739870e-001
2.269001374737684e-005	7.189033e+001	6.822156e-001
2.269112673479001e-005	7.188923e+001	6.911111e-001
2.269222757642249e-005	7.188815e+001	6.999128e-001
2.269326658197661e-005	7.188712e+001	7.082247e-001
2.269423474132878e-005	7.188615e+001	7.159738e-001
2.269527408735729e-005	7.188511e+001	7.242957e-001
2.269643502487940e-005	7.188395e+001	7.335953e-001
2.269745088808459e-005	7.188292e+001	7.417379e-001
2.269850868723256e-005	7.188185e+001	7.502192e-001
2.269946580781023e-005	7.188088e+001	7.578967e-001
2.270051440483888e-005	7.187981e+001	7.663129e-001
2.270183065895804e-005	7.187846e+001	7.768822e-001
2.270296385912304e-005	7.187730e+001	7.859854e-001
2.270414232708883e-005	7.187608e+001	7.954580e-001
2.270526326734568e-005	7.187492e+001	8.044728e-001
2.270639824950363e-005	7.187374e+001	8.136039e-001
2.270755755882448e-005	7.187253e+001	8.229361e-001
2.270859749170192e-005	7.187145e+001	8.313116e-001
2.270971161170391e-005	7.187028e+001	8.402884e-001
2.271119960409033e-005	7.186872e+001	8.522840e-001
2.271237930310502e-005	7.186748e+001	8.618000e-001
2.271361178675683e-005	7.186617e+001	8.717464e-001
2.271505029513153e-005	7.186465e+001	8.833621e-001
2.271623090927704e-005	7.186339e+001	8.929009e-001
2.271745253818618e-005	7.186210e+001	9.027756e-001
2.271891499769970e-005	7.186053e+001	9.146038e-001
2.272016245229744e-005	7.185920e+001	9.246991e-001
2.272145076685555e-005	7.185781e+001	9.351302e-001
2.272289932968947e-005	7.185626e+001	9.468652e-001
2.272413406966965e-005	7.185493e+001	9.568741e-001
2.272540757214782e-005	7.185356e+001	9.672020e-001
2.272692845039126e-005	7.185192e+001	9.795433e-001
2.272819274674941e-005	7.185055e+001	9.898084e-001
2.272949599551179e-005	7.184914e+001	1.000395e+000
2.273123366909407e-005	7.184725e+001	1.014520e+000
2.273263506372874e-005	7.184573e+001	1.025918e+000
2.273408182630978e-005	7.184415e+001	1.037693e+000
2.273605082966316e-005	7.184201e+001	1.053728e+000
2.273762767956576e-005	7.184029e+001	1.066578e+000
2.273924353203734e-005	7.183852e+001	1.079754e+000
2.274083199534202e-005	7.183678e+001	1.092717e+000
2.274293037685853e-005	7.183449e+001	1.109851e+000
2.274461604619290e-005	7.183264e+001	1.123625e+000
2.274634302798593e-005	7.183074e+001	1.137747e+000
2.274814157946967e-005	7.182877e+001	1.152465e+000
2.275033231247917e-005	7.182636e+001	1.170404e+000
2.275214155175167e-005	7.182438e+001	1.185231e+000
2.275398026763739e-005	7.182235e+001	1.200310e+000
2.275590209389563e-005	7.182024e+001	1.216083e+000
2.275845164070953e-005	7.181743e+001	1.237023e+000
2.276051291686841e-005	7.181516e+001	1.253968e+000
2.276260494696964e-005	7.181286e+001	1.271178e+000
2.276457111671034e-005	7.181070e+001	1.287366e+000
2.276693813896649e-005	7.180809e+001	1.306870e+000
2.276947092591866e-005	7.180531e+001	1.327757e+000
2.277170431295972e-005	7.180285e+001	1.346191e+000
2.277396450452726e-005	7.180037e+001	1.364862e+000
2.277616912779745e-005	7.179794e+001	1.383088e+000
2.277910749232375e-005	7.179472e+001	1.407404e+000
2.278210441598351e-005	7.179144e+001	1.432228e+000
2.278507862937145e-005	7.178818e+001	1.456889e+000
2.278776530484968e-005	7.178525e+001	1.479187e+000
2.279042345459405e-005	7.178235e+001	1.501269e+000
2.279323019616759e-005	7.177929e+001	1.524610e+000
2.279704719116262e-005	7.177514e+001	1.556386e+000
2.280115131523533e-005	7.177069e+001	1.590595e+000
2.280523116477253e-005	7.176627e+001	1.624645e+000
2.280910143644946e-005	7.176210e+001	1.656987e+000
2.281278093566627e-005	7.175815e+001	1.687772e+000
2.281635881530315e-005	7.175431e+001	1.717741e+000
2.282003277649029e-005	7.175039e+001	1.748551e+000
2.282429247630149e-005	7.174586e+001	1.784323e+000
2.283093292897100e-005	7.173884e+001	1.840175e+000
2.283766500760383e-005	7.173177e+001	1.896904e+000
2.284587265707037e-005	7.172322e+001	1.966212e+000
2.285359705926941e-005	7.171526e+001	2.031577e+000
2.286177156134942e-005	7.170691e+001	2.100900e+000
2.286968634114279e-005	7.169891e+001	2.168157e+000
2.287757590445100e-005	7.169103e+001	2.235333e+000
2.288533290175049e-005	7.168337e+001	2.301506e+000
2.289311117080082e-005	7.167577e+001	2.367980e+000
2.290093898015141e-005	7.166823e+001	2.434995e+000
2.290915184459137e-005	7.166041e+001	2.505430e+000
2.291790796927801e-005	7.165221e+001	2.580657e+000
2.292790569019174e-005	7.164300e+001	2.666713e+000
2.293979897767420e-005	7.163226e+001	2.769298e+000
2.295490624324294e-005	7.161900e+001	2.899906e+000
2.297338231375175e-005	7.160333e+001	3.060048e+000
2.299711289244027e-005	7.158416e+001	3.266299e+000
2.302815178907699e-005	7.156073e+001	3.536789e+000
2.306881657300258e-005	7.153298e+001	3.891863e+000
2.312500537569179e-005	7.149842e+001	4.382874e+000
2.313486761718834e-005	7.149299e+001	4.469014e+000
2.315459210018122e-005	7.148335e+001	4.641018e+000
2.319404106616700e-005	7.146648e+001	4.983835e+000
2.325108797446881e-005	7.144827e+001	5.474834e+000
2.335108797446887e-005	7.143116e+001	6.319303e+000
2.345108797446893e-005	7.143152e+001	7.136498e+000
2.355108797446898e-005	7.145085e+001	7.913523e+000
2.365108797446904e-005	7.148808e+001	8.639008e+000
2.375108797446910e-005	7.154183e+001	9.301720e+000
2.385108797446915e-005	7.161043e+001	9.890733e+000
2.395108797446921e-005	7.169193e+001	1.039560e+001
2.405108797446927e-005	7.178408e+001	1.080650e+001
2.415108797446932e-005	7.188443e+001	1.111445e+001
2.425108797446938e-005	7.199029e+001	1.131141e+001
2.435108797446944e-005	7.209877e+001	1.139047e+001
2.445108797446949e-005	7.220686e+001	1.134596e+001
2.455108797446955e-005	7.231137e+001	1.117362e+001
2.465108797446961e-005	7.240906e+001	1.087066e+001
2.475108797446966e-005	7.249659e+001	1.043589e+001
2.485108797446972e-005	7.257428e+001	9.897622e+000
2.486358797446965e-005	7.258288e+001	9.820436e+000
2.488858797446971e-005	7.259811e+001	9.650949e+000
2.493858797446963e-005	7.262409e+001	9.282941e+000
2.503858797446969e-005	7.266141e+001	8.461696e+000
2.513858797446975e-005	7.267805e+001	7.535890e+000
2.523858797446980e-005	7.266835e+001	6.496718e+000
2.533858797446986e-005	7.262893e+001	5.352965e+000
2.543858797446992e-005	7.255600e+001	4.115014e+000
2.553858797446997e-005	7.244329e+001	2.794761e+000
2.563858797447003e-005	7.228017e+001	1.409642e+000
2.570529947858993e-005	2.812723e+001	4.997675e-001
2.574767113050144e-005	-7.175799e+001	-1.599729e-002
2.574774841150400e-005	-7.188999e+001	-1.673189e-002
2.574790297350913e-005	-7.189334e+001	-1.794086e-002
2.574821209751937e-005	-7.189924e+001	-2.035753e-002
2.574883034553964e-005	-7.190932e+001	-2.519088e-002
2.574959423273598e-005	-7.191916e+001	-3.116490e-002
2.575085876669659e-005	-7.193154e+001	-4.105830e-002
2.575210780581178e-005	-7.194072e+001	-5.083661e-002
2.575374431898459e-005	-7.194967e+001	-6.365724e-002
2.575547686523884e-005	-7.195688e+001	-7.724086e-002
2.575728495131423e-005	-7.196256e+001	-9.142988e-002
2.575946241835424e-005	-7.196759e+001	-1.085373e-001
2.576302738476009e-005	-7.197337e+001	-1.365846e-001
2.576651750750211e-005	-7.197705e+001	-1.640874e-001
2.577013113339564e-005	-7.197923e+001	-1.926158e-001
2.577412801110985e-005	-7.198032e+001	-2.242305e-001
2.577839556864919e-005	-7.198036e+001	-2.580584e-001
2.578372434522956e-005	-7.197916e+001	-3.004088e-001
2.579137623234611e-005	-7.197578e+001	-3.614356e-001
2.580299885483251e-005	-7.196829e+001	-4.545831e-001
2.581932254252899e-005	-7.195493e+001	-5.862537e-001
2.583948210086503e-005	-7.193577e+001	-7.502106e-001
2.586542836254674e-005	-7.190885e+001	-9.633580e-001
2.589827106950571e-005	-7.187341e+001	-1.236346e+000
2.593975057687084e-005	-7.182865e+001	-1.585892e+000
2.599715433482751e-005	-7.176937e+001	-2.077173e+000
2.607707168944019e-005	-7.169471e+001	-2.771707e+000
2.617707168944025e-005	-7.161155e+001	-3.650073e+000
2.618957168944018e-005	-7.160239e+001	-3.760535e+000
2.621457168944024e-005	-7.158635e+001	-3.982038e+000
2.626457168944016e-005	-7.155833e+001	-4.424413e+000
2.634003477079358e-005	-7.152560e+001	-5.087851e+000
2.644003477079364e-005	-7.149871e+001	-5.953804e+000
2.654003477079369e-005	-7.149066e+001	-6.795883e+000
2.664003477079375e-005	-7.150214e+001	-7.602084e+000
2.674003477079381e-005	-7.153227e+001	-8.360876e+000
2.684003477079386e-005	-7.157977e+001	-9.060808e+000
2.694003477079392e-005	-7.164307e+001	-9.690683e+000
2.704003477079398e-005	-7.172032e+001	-1.023972e+001
2.714003477079403e-005	-7.180935e+001	-1.069774e+001
2.724003477079409e-005	-7.190779e+001	-1.105532e+001
2.734003477079415e-005	-7.201300e+001	-1.130394e+001
2.744003477079420e-005	-7.212215e+001	-1.143620e+001
2.754003477079426e-005	-7.223224e+001	-1.144588e+001
2.764003477079432e-005	-7.234013e+001	-1.132814e+001
2.774003477079437e-005	-7.244256e+001	-1.107960e+001
2.784003477079443e-005	-7.253620e+001	-1.069846e+001
2.794003477079449e-005	-7.262107e+001	-1.021286e+001
2.795253477079441e-005	-7.263072e+001	-1.014277e+001
2.795565977079450e-005	-7.263301e+001	-1.012398e+001
2.796190977079447e-005	-7.263751e+001	-1.008593e+001
2.799940977079446e-005	-7.266275e+001	-9.844335e+000
2.804940977079438e-005	-7.269128e+001	-9.487019e+000
2.814940977079444e-005	-7.273409e+001	-8.685946e+000
2.824940977079449e-005	-7.275668e+001	-7.778637e+000
2.834940977079455e-005	-7.275344e+001	-6.755891e+000
2.844940977079461e-005	-7.272107e+001	-5.626309e+000
2.854940977079466e-005	-7.265586e+001	-4.400115e+000
2.864940977079472e-005	-7.255275e+001	-3.089066e+000
2.874940977079478e-005	-7.239262e+001	-1.706370e+000
2.884940977079483e-005	-2.526637e+001	-3.314500e-001
2.890304910375605e-005	7.195406e+001	3.299002e-001
2.890314971237037e-005	7.208908e+001	3.308694e-001
2.890335092959901e-005	7.208889e+001	3.324699e-001
2.890375336405630e-005	7.208849e+001	3.356703e-001
2.890455823297109e-005	7.208811e+001	3.420726e-001
2.890589351622203e-005	7.208744e+001	3.526989e-001
2.890727081966997e-005	7.208672e+001	3.636668e-001
2.890930523884497e-005	7.208558e+001	3.798807e-001
2.891137013136540e-005	7.208434e+001	3.963527e-001
2.891397238984268e-005	7.208265e+001	4.171386e-001
2.891853558831996e-005	7.207940e+001	4.536523e-001
2.892471449650953e-005	7.207462e+001	5.032047e-001
2.893095034111953e-005	7.206938e+001	5.533548e-001
2.893906409892231e-005	7.206207e+001	6.188174e-001
2.894758646624523e-005	7.205394e+001	6.878238e-001
2.895781496650815e-005	7.204371e+001	7.709838e-001
2.896949354214270e-005	7.203160e+001	8.663683e-001
2.898342723349186e-005	7.201674e+001	9.807699e-001
2.900021862575048e-005	7.199849e+001	1.119472e+000
2.902119779707793e-005	7.197550e+001	1.293996e+000
2.904770944852524e-005	7.194658e+001	1.516394e+000
2.908290877398807e-005	7.190902e+001	1.814579e+000
2.913006750782381e-005	7.186114e+001	2.218591e+000
2.919700237993665e-005	7.179945e+001	2.798781e+000
2.929311841632439e-005	7.172391e+001	3.639368e+000
2.939311841632444e-005	7.166255e+001	4.515785e+000
2.949311841632450e-005	7.162080e+001	5.385120e+000
2.959311841632456e-005	7.159909e+001	6.236627e+000
2.969311841632461e-005	7.159702e+001	7.059478e+000
2.979039855264447e-005	7.161346e+001	7.821152e+000
2.989039855264453e-005	7.164826e+001	8.553078e+000
2.999039855264458e-005	7.169964e+001	9.222868e+000
3.009039855264464e-005	7.176603e+001	9.819351e+000
3.019039855264470e-005	7.184551e+001	1.033214e+001
3.029039855264475e-005	7.193585e+001	1.075151e+001
3.039039855264481e-005	7.203461e+001	1.106850e+001
3.049039855264487e-005	7.213911e+001	1.127515e+001
3.059039855264492e-005	7.224650e+001	1.136459e+001
3.069039855264498e-005	7.235376e+001	1.133120e+001
3.079039855264504e-005	7.245775e+001	1.117072e+001
3.089039855264509e-005	7.255521e+001	1.088037e+001
3.099039855264515e-005	7.264573e+001	1.048714e+001
3.100289855264508e-005	7.265620e+001	1.042806e+001
3.102789855264515e-005	7.267602e+001	1.029808e+001
3.103414855264511e-005	7.268086e+001	1.026447e+001
3.104664855264503e-005	7.269022e+001	1.019451e+001
3.107164855264510e-005	7.270850e+001	1.005076e+001
3.107618924583222e-005	7.271172e+001	1.002387e+001
3.108527063220646e-005	7.271797e+001	9.968449e+000
3.113975895045165e-005	7.275171e+001	9.608385e+000
3.121241004144511e-005	7.278715e+001	9.065975e+000
3.131241004144516e-005	7.281923e+001	8.225011e+000
3.141241004144522e-005	7.282890e+001	7.274872e+000
3.151241004144528e-005	7.281155e+001	6.214538e+000
3.161241004144533e-005	7.276380e+001	5.053206e+000
3.171241004144539e-005	7.268161e+001	3.801629e+000
3.181241004144545e-005	7.255744e+001	2.472020e+000
3.191241004144550e-005	7.237112e+001	1.082220e+000
3.197468108172546e-005	2.876055e+001	2.336930e-001
3.201577565347725e-005	-7.202214e+001	-2.646313e-001
3.201585008805511e-005	-7.215254e+001	-2.653348e-001
3.201599895721104e-005	-7.215226e+001	-2.664898e-001
3.201629669552291e-005	-7.215208e+001	-2.687986e-001
3.201689217214665e-005	-7.215194e+001	-2.734160e-001
3.201760880606835e-005	-7.215177e+001	-2.789750e-001
3.201884397878896e-005	-7.215143e+001	-2.885602e-001
3.202004471189739e-005	-7.215104e+001	-2.978841e-001
3.202183493373036e-005	-7.215038e+001	-3.117954e-001
3.202366268002972e-005	-7.214961e+001	-3.260095e-001
3.202554095156087e-005	-7.214873e+001	-3.406306e-001
3.202803273153550e-005	-7.214740e+001	-3.600502e-001
3.203184429708479e-005	-7.214513e+001	-3.897974e-001
3.203560170158930e-005	-7.214266e+001	-4.191700e-001
3.203962098965269e-005	-7.213976e+001	-4.506480e-001
3.204397740782811e-005	-7.213638e+001	-4.848322e-001
3.204867503481495e-005	-7.213250e+001	-5.217722e-001
3.205430365224495e-005	-7.212755e+001	-5.661430e-001
3.206174192798834e-005	-7.212062e+001	-6.249727e-001
3.207381172204622e-005	-7.210871e+001	-7.208529e-001
3.208940653815959e-005	-7.209253e+001	-8.455060e-001
3.211401083350919e-005	-7.206599e+001	-1.043835e+000
3.214692495260413e-005	-7.202990e+001	-1.312114e+000
3.219619366527280e-005	-7.197686e+001	-1.719590e+000
3.227402848934467e-005	-7.189874e+001	-2.373903e+000
3.237402848934473e-005	-7.181081e+001	-3.226573e+000
3.247402848934478e-005	-7.173956e+001	-4.085880e+000
3.257402848934484e-005	-7.168743e+001	-4.943082e+000
3.267402848934490e-005	-7.165499e+001	-5.787793e+000
3.277402848934495e-005	-7.164215e+001	-6.609250e+000
3.287402848934501e-005	-7.164839e+001	-7.396451e+000
3.297402848934507e-005	-7.167282e+001	-8.138298e+000
3.307402848934512e-005	-7.171424e+001	-8.823755e+000
3.317402848934518e-005	-7.177117e+001	-9.442009e+000
3.327402848934524e-005	-7.184180e+001	-9.982622e+000
3.337402848934529e-005	-7.192409e+001	-1.043571e+001
3.347402848934535e-005	-7.201571e+001	-1.079208e+001
3.357402848934541e-005	-7.211415e+001	-1.104343e+001
3.367402848934546e-005	-7.221667e+001	-1.118245e+001
3.377402848934552e-005	-7.232038e+001	-1.120299e+001
3.387402848934558e-005	-7.242222e+001	-1.110019e+001
3.397402848934563e-005	-7.251905e+001	-1.087059e+001
3.407402848934569e-005	-7.260764e+001	-1.051221e+001
3.417402848934575e-005	-7.268794e+001	-1.005227e+001
3.418652848934567e-005	-7.269701e+001	-9.985012e+000
3.421152848934574e-005	-7.271388e+001	-9.838925e+000
3.421777848934570e-005	-7.271796e+001	-9.801320e+000
3.423027848934563e-005	-7.272578e+001	-9.723419e+000
3.425527848934570e-005	-7.274042e+001	-9.560369e+000
3.430527848934562e-005	-7.276528e+001	-9.205070e+000
3.440527848934567e-005	-7.280085e+001	-8.410643e+000
3.450527848934573e-005	-7.281638e+001	-7.513253e+000
3.460527848934579e-005	-7.280639e+001	-6.504062e+000
3.470527848934584e-005	-7.276755e+001	-5.391500e+000
3.480527848934590e-005	-7.269618e+001	-4.185565e+000
3.490527848934596e-005	-7.258659e+001	-2.897741e+000
3.500527848934601e-005	-7.241268e+001	-1.540938e+000
3.510527848934607e-005	-2.527956e+001	-1.941136e-001
3.515900679488919e-005	7.199974e+001	4.524703e-001
