time	I(Ls1)	I(Ls2)
1.168163203191437e-05	-1.455744e-03	-1.455744e-03
1.168163288483952e-05	-1.458169e-03	-1.458169e-03
1.170934325891116e-05	-8.145861e-02	-8.145861e-02
1.173705363298280e-05	-1.633899e-01	-1.633899e-01
1.176476400705444e-05	-2.472519e-01	-2.472519e-01
1.179247438112608e-05	-3.330448e-01	-3.330448e-01
1.182018475519772e-05	-4.207686e-01	-4.207686e-01
1.184789512926935e-05	-5.104231e-01	-5.104231e-01
1.187560550334099e-05	-6.020085e-01	-6.020085e-01
1.192989121762639e-05	-7.876909e-01	-7.876909e-01
1.198417693191178e-05	-9.773475e-01	-9.773475e-01
1.203846264619717e-05	-1.170978e+00	-1.170978e+00
1.209274836048256e-05	-1.368583e+00	-1.368583e+00
1.214703407476795e-05	-1.570162e+00	-1.570162e+00
1.220131978905335e-05	-1.775715e+00	-1.775715e+00
1.225560550333874e-05	-1.985242e+00	-1.985242e+00
1.229560550333850e-05	-2.139940e+00	-2.139940e+00
1.233560550333826e-05	-2.294093e+00	-2.294093e+00
1.237560550333802e-05	-2.447701e+00	-2.447701e+00
1.241560550333779e-05	-2.600765e+00	-2.600765e+00
1.245560550333755e-05	-2.753283e+00	-2.753283e+00
1.249560550333731e-05	-2.905257e+00	-2.905257e+00
1.253560550333707e-05	-3.056686e+00	-3.056686e+00
1.255274836047983e-05	-3.120749e+00	-3.120749e+00
1.256989121762258e-05	-3.184383e+00	-3.184383e+00
1.258703407476534e-05	-3.247588e+00	-3.247588e+00
1.260417693190809e-05	-3.310363e+00	-3.310363e+00
1.262131978905085e-05	-3.372710e+00	-3.372710e+00
1.263846264619361e-05	-3.434628e+00	-3.434628e+00
1.265560550333636e-05	-3.496117e+00	-3.496117e+00
1.267846264619337e-05	-3.577346e+00	-3.577346e+00
1.270131978905037e-05	-3.657401e+00	-3.657401e+00
1.272417693190738e-05	-3.736280e+00	-3.736280e+00
1.274703407476439e-05	-3.813985e+00	-3.813985e+00
1.276989121762140e-05	-3.890514e+00	-3.890514e+00
1.279274836047840e-05	-3.965868e+00	-3.965868e+00
1.281560550333541e-05	-4.040047e+00	-4.040047e+00
1.282989121762104e-05	-4.085634e+00	-4.085634e+00
1.284417693190667e-05	-4.130615e+00	-4.130615e+00
1.285846264619230e-05	-4.174991e+00	-4.174991e+00
1.287274836047793e-05	-4.218761e+00	-4.218761e+00
1.288703407476356e-05	-4.261927e+00	-4.261927e+00
